Facility ID,State,Hospital Type,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating
45070F,TX,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
450711,TX,Acute Care,Proprietary,Proprietary,,4
450713,TX,Acute Care,Proprietary,Proprietary,,4
450718,TX,Acute Care,Proprietary,Proprietary,,4
450723,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
450730,TX,Acute Care,Proprietary,Proprietary,,2
450742,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
450743,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
450747,TX,Acute Care,Proprietary,Proprietary,,2
45074F,TX,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,2
450755,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
450771,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
450774,TX,Acute Care,Physician,Physician,,Not Available
450775,TX,Acute Care,Proprietary,Proprietary,,2
450779,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
450788,TX,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
450801,TX,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,3
450804,TX,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
450808,TX,Acute Care,Proprietary,Proprietary,,Not Available
450809,TX,Acute Care,Proprietary,Proprietary,,4
450820,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
450822,TX,Acute Care,Proprietary,Proprietary,,3
450825,TX,Acute Care,Physician,Physician,,Not Available
450827,TX,Acute Care,Proprietary,Proprietary,,Not Available
450828,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
450831,TX,Acute Care,Proprietary,Proprietary,,Not Available
450833,TX,Acute Care,Proprietary,Proprietary,,Not Available
450834,TX,Acute Care,Proprietary,Proprietary,,Not Available
450840,TX,Acute Care,Government - Federal,Government , Federal,4
450844,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
450847,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
450848,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
450851,TX,Acute Care,Proprietary,Proprietary,,5
450853,TX,Acute Care,Proprietary,Proprietary,,3
450855,TX,Acute Care,Proprietary,Proprietary,,4
450856,TX,Acute Care,Physician,Physician,,Not Available
450860,TX,Acute Care,Physician,Physician,,Not Available
450862,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
450864,TX,Acute Care,Physician,Physician,,4
450865,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
450867,TX,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
450869,TX,Acute Care,Physician,Physician,,3
45086F,TX,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
450871,TX,Acute Care,Physician,Physician,,Not Available
450872,TX,Acute Care,Physician,Physician,,3
450874,TX,Acute Care,Proprietary,Proprietary,,Not Available
450875,TX,Acute Care,Proprietary,Proprietary,,Not Available
450876,TX,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
450877,TX,Acute Care,Proprietary,Proprietary,,3
450880,TX,Acute Care,Physician,Physician,,Not Available
450883,TX,Acute Care,Proprietary,Proprietary,,Not Available
450885,TX,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
450888,TX,Acute Care,Government - State,Government , State,Not Available
450889,TX,Acute Care,Proprietary,Proprietary,,Not Available
450890,TX,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
450891,TX,Acute Care,Proprietary,Proprietary,,4
450893,TX,Acute Care,Physician,Physician,,5
45090F,TX,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
451300,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451301,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451303,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451304,TX,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
451305,TX,Critical Access Hospitals,Voluntary non-profit - Church,Voluntary non-profit,Church,Not Available
451306,TX,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
451307,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451308,TX,Critical Access Hospitals,Government - Local,Government , Local,Not Available
451309,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451310,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451311,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451312,TX,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
451313,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451314,TX,Critical Access Hospitals,Government - Local,Government , Local,Not Available
451315,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451316,TX,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
451317,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451318,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451319,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451320,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451322,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451323,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451324,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451325,TX,Critical Access Hospitals,Government - Local,Government , Local,Not Available
451328,TX,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
451329,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451330,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451331,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451332,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451333,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451334,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451335,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451337,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451338,TX,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
451339,TX,Critical Access Hospitals,Government - Local,Government , Local,Not Available
451340,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451341,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451342,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451343,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451344,TX,Critical Access Hospitals,Government - Local,Government , Local,Not Available
451345,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451346,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451347,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,1
451348,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451349,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451350,TX,Critical Access Hospitals,Government - Local,Government , Local,Not Available
451351,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451352,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451353,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451354,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451355,TX,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
451356,TX,Critical Access Hospitals,Government - Local,Government , Local,1
451358,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451359,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451360,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451361,TX,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
451362,TX,Critical Access Hospitals,Government - Local,Government , Local,Not Available
451363,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451364,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451365,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451366,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451367,TX,Critical Access Hospitals,Proprietary,Proprietary,,1
451369,TX,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
451370,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451371,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451372,TX,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
451373,TX,Critical Access Hospitals,Government - Local,Government , Local,Not Available
451374,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451375,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451376,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451377,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451378,TX,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
451379,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,5
451380,TX,Critical Access Hospitals,Proprietary,Proprietary,,5
451381,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451382,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,3
451384,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451385,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451386,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451387,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,3
451389,TX,Critical Access Hospitals,Government - Local,Government , Local,Not Available
451390,TX,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
451391,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451392,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451393,TX,Critical Access Hospitals,Physician,Physician,,Not Available
451394,TX,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
451395,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
451396,TX,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453300,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453301,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453302,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453304,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453306,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453309,TX,Childrens,Proprietary,Proprietary,,Not Available
453310,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453311,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453313,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453314,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
453315,TX,Childrens,Voluntary non-profit - Church,Voluntary non-profit,Church,Not Available
453316,TX,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
454000,TX,Psychiatric,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
454006,TX,Psychiatric,Government - State,Government , State,Not Available
454008,TX,Psychiatric,Government - State,Government , State,Not Available
454009,TX,Psychiatric,Government - State,Government , State,Not Available
454011,TX,Psychiatric,Government - State,Government , State,Not Available
454012,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454014,TX,Psychiatric,Government - State,Government , State,Not Available
454018,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454026,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454029,TX,Psychiatric,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
454050,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454060,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454064,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454065,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454076,TX,Psychiatric,Government - State,Government , State,Not Available
454084,TX,Psychiatric,Government - State,Government , State,Not Available
454085,TX,Psychiatric,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
454088,TX,Psychiatric,Government - State,Government , State,Not Available
454093,TX,Psychiatric,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
454094,TX,Psychiatric,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
454100,TX,Psychiatric,Government - State,Government , State,Not Available
454101,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454103,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454104,TX,Psychiatric,Government - State,Government , State,Not Available
454107,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454108,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454109,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454110,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454114,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454117,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454118,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454119,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454121,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454122,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454123,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454124,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454126,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454127,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454128,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454129,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454130,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454131,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454132,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454133,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454134,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454135,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454136,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454139,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454141,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454144,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454146,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454147,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454148,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454149,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454150,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454151,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454152,TX,Psychiatric,Proprietary,Proprietary,,Not Available
454154,TX,Psychiatric,Proprietary,Proprietary,,Not Available
460001,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
460003,UT,Acute Care,Proprietary,Proprietary,,4
460004,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
460005,UT,Acute Care,Proprietary,Proprietary,,4
460006,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
460007,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
460009,UT,Acute Care,Government - State,Government , State,5
460010,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
460011,UT,Acute Care,Proprietary,Proprietary,,4
460013,UT,Acute Care,Proprietary,Proprietary,,5
460014,UT,Acute Care,Proprietary,Proprietary,,Not Available
460015,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
460017,UT,Acute Care,Proprietary,Proprietary,,Not Available
460019,UT,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,2
460021,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
460023,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
460026,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
46002F,UT,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
460030,UT,Acute Care,Proprietary,Proprietary,,4
460039,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
460041,UT,Acute Care,Proprietary,Proprietary,,4
460042,UT,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
460043,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
460044,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
460047,UT,Acute Care,Proprietary,Proprietary,,3
460049,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
460051,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
460052,UT,Acute Care,Proprietary,Proprietary,,3
460054,UT,Acute Care,Proprietary,Proprietary,,Not Available
460057,UT,Acute Care,Proprietary,Proprietary,,5
460058,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
460060,UT,Acute Care,Proprietary,Proprietary,,5
460061,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
460062,UT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
461300,UT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
461301,UT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
461302,UT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
461303,UT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
461304,UT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
461305,UT,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
461306,UT,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
461307,UT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
461308,UT,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
461309,UT,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
461310,UT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
461333,UT,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
461335,UT,Critical Access Hospitals,Government - Local,Government , Local,Not Available
463301,UT,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
464001,UT,Psychiatric,Government - State,Government , State,Not Available
464012,UT,Psychiatric,Proprietary,Proprietary,,Not Available
464013,UT,Psychiatric,Proprietary,Proprietary,,Not Available
464014,UT,Psychiatric,Proprietary,Proprietary,,Not Available
464015,UT,Psychiatric,Proprietary,Proprietary,,Not Available
470001,VT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
470003,VT,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
470005,VT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
470011,VT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
470012,VT,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
47001F,VT,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
470024,VT,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
471300,VT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
471301,VT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,4
471302,VT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
471303,VT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,2
471304,VT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,2
471305,VT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,4
471306,VT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,4
471307,VT,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,5
474001,VT,Psychiatric,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
474004,VT,Psychiatric,Government - State,Government , State,Not Available
480001,VI,Acute Care,Government - Local,Government , Local,1
480002,VI,Acute Care,Government - State,Government , State,2
490002,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
490004,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490005,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490007,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
490009,VA,Acute Care,Government - State,Government , State,5
490013,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
490017,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490018,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490019,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,2
49001F,VA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
490020,VA,Acute Care,Proprietary,Proprietary,,4
490021,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
490022,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
490023,VA,Acute Care,Proprietary,Proprietary,,2
490024,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490032,VA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
490033,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490037,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490038,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
490040,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490041,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490042,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490043,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
490044,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
490045,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490046,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
490048,VA,Acute Care,Proprietary,Proprietary,,3
490050,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490052,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
490053,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
490057,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
490059,VA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
49005F,VA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
490060,VA,Acute Care,Proprietary,Proprietary,,3
490063,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
490066,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490067,VA,Acute Care,Proprietary,Proprietary,,1
490069,VA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,3
49006F,VA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
490075,VA,Acute Care,Proprietary,Proprietary,,2
490077,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
490084,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490088,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490089,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
49008F,VA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
490090,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
490092,VA,Acute Care,Proprietary,Proprietary,,2
490093,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490094,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
490097,VA,Acute Care,Proprietary,Proprietary,,Not Available
490098,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490101,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
490104,VA,Acute Care,Government - State,Government , State,Not Available
490107,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
49010F,VA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,2
490110,VA,Acute Care,Proprietary,Proprietary,,4
490111,VA,Acute Care,Proprietary,Proprietary,,4
490112,VA,Acute Care,Proprietary,Proprietary,,4
490113,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490114,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490115,VA,Acute Care,Proprietary,Proprietary,,2
490116,VA,Acute Care,Proprietary,Proprietary,,2
490117,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,2
490118,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
490119,VA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
49011F,VA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,5
490120,VA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
490122,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490126,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490127,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490130,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
490136,VA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
490140,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490141,VA,Acute Care,Proprietary,Proprietary,,2
490143,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
490144,VA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
490145,VA,Acute Care,Proprietary,Proprietary,,Not Available
491300,VA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
491302,VA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,5
491303,VA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
491304,VA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,4
